,Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
1607,Cranberry Vodka Slush,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix all ingredients a day ahead and place in freezer. When ready to serve. take out of freezer and scoop and serve with ginger ale. if desired., | 4 Cups(s): Water | 12 oz: Lemonade | 6 oz: Cranberry Juice | 1 Cup(s): Sugar | 1 Bottle(s): Vodka,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1608,Crazy Ninja,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Jim Beam Bourbon whiskey into a highball glass. Add the Sierra Mist and a couple of ice cubes. and serve., | 2 oz: Bourbon Whiskey | 6 oz: Lemon-Lime Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1609,Creamsicle Martini,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add ingredients. shake over ice and pour into a chilled martini glass. Serve., | 1.5 oz: Orange Vodka | 1.5 oz: Irish Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1610,Cotton Candy 3,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the gin. blue hawaiian schnapps and tom collins mix over ice in a shaker. Shake well. Pour into a tall glass or cup top it off with sprite (to taste). and serve., | 3 oz: Gin | 3 oz: Exotic-Fruit Liqueur | 2 oz: Collins Mix |: Lemonade,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1611,Cuban Immigrant,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine all the ingredients in a cocktail shaker half-filled with ice cubes. Shake vigorously. strain into a highball glass. and serve., | 2 oz: Gin | 2 oz: Orange Juice | 2 oz: Lemonade | 1 Scoop(s): Sherbet,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1612,Alco Choco Milkshake,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine all ingredients into a blender and blend for 30 seconds. Add a few cubes of ice to the blend if you prefer a frozen drink. Pour contents into a tall glass and enjoy., | 1 oz: Coffee Liqueur | 1 oz: Irish Cream | 1 oz: Chocolate Sauce | 2 Scoop(s): Chocolate Ice Cream | 10-12 oz: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1613,Crystal Telekenisis,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Mountain Dew Baja Blast into a cocktail glass. Add Schnapps - Peach Schnapps (or Hpnotiq liqueur). stir briefly and serve., | 2 oz: Peach Schnapps | 2 oz: Lime Soda,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1614,Cosmo,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Vodka. triple sec. cranberry juice and lime juice into a cocktail shaker half-filled with ice cubes. Shake well. strain into a cocktail glass. and serve., | 1.5 oz: Vodka | 3/4 oz: Triple Sec | 3/4 oz: Cranberry Juice | 1 oz: Lime Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1615,Caribe Cosmopolitan,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake all ingredients with ice and strain into a chilled martini glass. Garnish with flamed orange peel. and serve., | 1.5 oz: Lemon Rum | 1 oz: Cranberry Juice | 1 oz: Orange Liqueur | .5 oz: Lime Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1616,Cosmalize,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake with ice. strain into a chilled cocktail glass. and serve., | 1.5 oz: Passion-Fruit Liqueur | 1 oz: Citrus Vodka | 1 oz: Cranberry Juice | 1/4 oz: Lemon Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1617,Cosmopolitan Cocktail 3,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir ingredients on ice and strain into a martini glass., | 1 oz: Vodka | 1 oz: Orange Liqueur | 1 Dash(s): Cranberry Juice | 1 Dash(s): Lime Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1618,Cosmo Katie,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Chill cocktail glass. Pour ingredients with ice into mixer and shake well. Serve straight up with a cherry., | 2 oz: Blackcurrant Vodka | 1 oz: Orange Liqueur | 1 Splash(s): Lime Juice | 1 Splash(s): Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1619,Cosmopolitan Cocktail 5,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine the Smirnoff Vodka. triple sec. fresh lime juice and cranberry juice in a cocktail shaker half-filled with ice cubes. Shake well and strain into a frosted cocktail glass. Rub the rim with orange zest (if desired) and drop it into the glass. Serve., | 1.5 oz: Vodka | 1.5 oz: Triple Sec | .5:oz: Cranberry Juice | .5 oz: Lime Juice | 1: Orange(s),There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1620,Cosmopolitan Delight,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake all ingredients with ice and serve over ice in an old-fashioned glass. Top with a splash of red wine. Garnish with fresh fruit. and serve., | 1.5 oz: Brandy | .5 oz: Orange Curacao liqueur | .5:oz: Sugar Syrup | 3/4 oz: Lemon Juice | 1/4 oz: Orgeat Syrup | 1 Splash(s): Red Wine,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1621,Cosmopolitan Heston Bar Style (Indiana),"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a stainless steel cocktail shaker filled with ice. Shake very well and strain into a chilled martini / cocktail glass. A sheet of ice should form when the cosmo is strained into the glass., | 1 1/4 oz: Raspberry Vodka | 3/4 oz: Triple Sec | 1 Dash(s): Raspberry Liqueur | 1.5 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1622,Cosmopolitan Cocktail 6,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake Vodkas. triple sec. sweet and sour. lime and cranberry juice vigorously in a shaker with ice. Strain into a martini glass. garnish with a lime wedge. and serve., | 1 oz: Vodka | .5 oz: Watermelon Vodka | .5:oz: Triple Sec | 1 Splash(s): Lime Juice | 1 Splash(s): Sours | .5 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1623,Alhambra Royale,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a mug with hot chocolate almost to the brim. Twist an orange peel over the mug and add it to the chocolate. Using a ladle. warm the cognac over hot water. ignite and while still flaming. pour into the mug. Garnish with whipped cream., | 1.5 oz: Brandy | 1 Cups(s): Hot Chocolate | 1 Twist(s): Orange(s) | .5 oz: Whipped Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1624,Cranberry Kiss,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Make by the glass for a few guests or in a shaker or pitcher for a large party. Serve in a cocktail glass. garnishing the glass rim with a half slice of fresh lime., | 4 oz: Tequila | 4 oz: Triple Sec | 8 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
1625,Cosmos,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a shaker half-filled with crushed ice. combine all of the ingredients. Shake well. Strain into a cocktail glass., | 2 oz: White Rum | 1 oz: Lime Juice | 1 tsp: Superfine Sugar |: Crushed Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
