Name,Description,Recipe,Ingredients,Nutrition Facts,Video Link
Caribbean Breeze 2,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Stir ingredients over ice in a highball glass. and serve., | 3 oz: Coconut Rum | 3 oz: Apple Juice | 1 oz: Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Chocolate Almond Cream,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Add all ingredients to a blender. Blend until smooth. Pour into a parfait glass. sprinkle with chocolate shavings. and serve., | 0.5 Cups(s): Almond Liqueur | 0.5 Cups(s): White Creme De Cacao | 1 qt: Ice Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Chocolate Almond Kiss,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Blend ingredients in a bar blender with ice. Serve in a coupette glass and garnish with chocolate shavings., | 0.5 oz: Vodka | 0.5 oz: Dark Creme De Cacao | 0.5:oz: Hazelnut Liqueur | 2 Pinch(s): Chocolate | 0.5 Cup(s): Ice | 2 Scoop(s): Ice Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Chocolate Cappuccino,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Carolan`s irish cream. creme de cacao. Kahlua coffee liqueur and milk into a cocktail shaker half-filled with cracked ice. Shake well. until frothy. Strain into a cocktail/martini glass. garnish with a chocolate ovation. and serve., | 1 oz: Irish Cream | 0.25 oz: White Creme De Cacao | 0.25 oz: Coffee Liqueur | 1 oz: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Chocolate Mint Rum,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",In a shaker half-filled with ice cubes. combine all of the ingredients. Shake well. Strain into a cocktail glass., | 1 oz: Dark Rum | 0.5 oz: OP Rum | 0.5:oz: Dark Creme De Cacao | 2 tsp: White Creme De Menthe | 0.5 oz: Light Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Coffee Stick,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour the Kahlua coffee liqueur. Sambuca and cream into a cocktail shaker half-filled with ice cubes. and shake well. Strain into a cocktail glass. and serve., | 1.5 oz: Coffee Liqueur | 0.5 oz: Sambuca | 1 oz: Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Coffee Fantasy,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a highball glass almost filled with ice cubes. Stir well. and serve., | 1 0.33 oz: Irish Cream | 1 0.33 oz: Coffee | 4 oz: Milk,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Chocolate Toasted Almond,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix all together. Serve in a collins glass over ice., | 1 oz: Coffee Liqueur | 1 oz: Almond Liqueur | 8 oz: Milk | 2 tbsp: Chocolate Sauce |: Ice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
All Killer with No Filler,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Place beer. lager and Tequila into a cocktail shaker and shake for 10-15 seconds. Then pour into a pre-chilled beer glass. Then add the whipped cream on the top and volla!, | .5 Pint(s): Bitter Beer | 1/4 Pint(s): Larger Beer | 1.5 tbsp: Gold Tequila | .5 oz: Whipped Cream,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Currant Fuzzy Navel,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well. strain into a highball glass. and serve., | 1 oz: Blackcurrant Vodka | 1 oz: Peach Schnapps | 6 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Caribbean Breeze,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour ingredients into a Collins glass filled with ice. Stir and serve!, | 1 oz: OP Rum | 0.5 oz: Coconut Rum |: Apple Juice | fill with.5: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Californian Hurricane,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix all ingredients (alcohol first) together in a punch bowl or pitcher. and add only enough grenadine to turn it red. Add ice and serve in a highball glass., | 2 Cup(s): Dark Rum | 2 Cups(s): White Rum | 1 Cup(s): Triple Sec | 46 oz: Apple Juice | 32 oz: Orange Juice | 6 oz: Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Cape Cod,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Combine in a highball glass with ice. Garnish with a wedge of lime. and serve., | 1.5 oz: Vodka | 4 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Cape Driver,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix evenly. enjoy. Make a punch bowl or just a glass. Optional: blend with ice., | 2 oz: Vodka | 2 oz: Cranberry Juice | 2 oz: Orange Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Cranberry Splash,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Pour Vodka over ice in a rocks glass. Add a splash of cranberry juice., | 4 oz: Vodka | 1 Splash(s): Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Cranberry Toad,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake vigourously. Serve., | 2 oz: Orange Juice | 2 oz: Cranberry Juice |: Vodka,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Cranberry Cooler,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix ingredients together in a large container and freeze for approximately 24 hours. Pour into cocktail glasses when ready to serve., | 1 Liter(s): Cranberry Juice | 1 Can(s): Orange Juice | 2 Cup(s): Vodka,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Cranberry Sunrise,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Mix Vodka. then cranberry juice. then orange juice. then top with grenadine., | 1 oz: Vodka | 3 oz: Cranberry Juice | 3 oz: Orange Juice | 3 Dash(s): Grenadine Syrup,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Clay,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Fill a highball glass with ice. Add the Schnapps - Peach Schnapps. and fill with cranberry juice. Garnish with lime. and serve., | 1 oz: Peach Schnapps | 5 oz: Cranberry Juice,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
Alliance,"Unfortunately, we have no description for this drink... You'll have to describe it yourself!",Shake everything in a cocktail shaker filled with ice. Strain into an old-fashioned glass with ice cubes., | 2 Dash(s): Aquavit | 1 oz: Gin | 1 oz: Dry Vermouth,There doesn't seem to be any nutritional facts associated to this cocktail. But we know that's not why you're here...,There doesn't seem to be an instructional video for this cocktail. Why not make the tutorial yourself!
